Name,Platform,Year,Genre,Publisher,NA_ Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Rating,Total_Sales
World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,Activision,0.84,0.76,0.0,0.23,1.83,82.0,4.8,T,1.83
Just Cause 3,PS4,2015,Action,Square Enix,0.46,1.02,0.07,0.28,1.83,73.0,6.5,M,1.83
The Orange Box,X360,2007,Shooter,Electronic Arts,1.09,0.54,0.02,0.17,1.83,96.0,8.9,M,1.82
Kirby: Triple Deluxe,3DS,2014,Platform,Nintendo,0.61,0.34,0.79,0.09,1.82,80.0,8.8,E,1.83
Namco Museum,PS2,2001,Misc,Namco Bandai Games,1.73,0.07,0.0,0.02,1.82,79.0,7.3,E,1.82
The Sims: Hot Date,PC,2001,Simulation,Electronic Arts,1.81,0.0,0.0,0.0,1.82,85.0,7.9,T,1.81
Metroid Prime 3: Corruption,Wii,2007,Shooter,Nintendo,0.91,0.74,0.07,0.09,1.82,90.0,8.9,T,1.81
Dragon Quest VI: Realms of Revelation,DS,2010,Role-Playing,Nintendo,0.22,0.21,1.35,0.03,1.81,78.0,8.1,T,1.81
The Evil Within,PS4,2014,Action,Bethesda Softworks,0.55,0.84,0.11,0.31,1.81,75.0,7.3,M,1.8100000000000003
DDRMAX2: Dance Dance Revolution,PS2,2003,Simulation,Konami Digital Entertainment,1.05,0.59,0.0,0.18,1.81,82.0,8.2,E,1.82
Crazy Taxi,DC,2000,Racing,Sega,1.1,0.51,0.12,0.08,1.81,80.0,7.9,T,1.81
Virtua Fighter 4,PS2,2002,Fighting,Sega,0.78,0.44,0.56,0.04,1.81,94.0,8.0,T,1.82
Sly 2: Band of Thieves,PS2,2004,Platform,Sony Computer Entertainment,0.88,0.69,0.0,0.23,1.81,88.0,9.0,E,1.7999999999999998
Guitar Hero: World Tour,PS2,2008,Misc,Activision,1.0,0.03,0.0,0.77,1.8,86.0,7.6,T,1.8
Sonic Advance 2,GBA,2002,Platform,Sega,0.93,0.59,0.21,0.07,1.8,83.0,8.3,E,1.8
Madden NFL 07,X360,2006,Sports,Electronic Arts,1.66,0.0,0.01,0.13,1.8,84.0,8.2,E,1.7999999999999998
NBA 2K11,PS3,2010,Action,Take-Two Interactive,1.41,0.21,0.03,0.16,1.8,89.0,8.1,E,1.8099999999999998
Beyond: Two Souls,PS3,2013,Adventure,Sony Computer Entertainment,0.52,0.88,0.06,0.34,1.79,70.0,8.1,M,1.8
Kinect Star Wars,X360,2012,Action,Microsoft Game Studios,1.05,0.57,0.03,0.14,1.78,55.0,3.5,T,1.79
Midnight Club II,PS2,2003,Racing,Take-Two Interactive,1.25,0.29,0.0,0.24,1.78,85.0,8.5,T,1.78
Dragon Quest Monsters: Joker,DS,2006,Role-Playing,Square Enix,0.23,0.03,1.49,0.03,1.78,75.0,7.4,E10+,1.78
The Getaway: Black Monday,PS2,2004,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78,57.0,7.6,M,1.7799999999999998
Just Cause 2,PS3,2010,Action,Square Enix,0.45,0.94,0.06,0.33,1.78,83.0,8.0,M,1.78
Dragon's Dogma,PS3,2012,Role-Playing,Capcom,0.41,0.46,0.72,0.19,1.78,78.0,8.3,M,1.7799999999999998
The Legend of Zelda: The Wind Waker,WiiU,2013,Action,Nintendo,0.93,0.57,0.14,0.13,1.77,96.0,8.9,E,1.77
50 Cent: Bulletproof,PS2,2005,Action,Vivendi Games,0.85,0.76,0.0,0.16,1.77,47.0,6.6,M,1.7699999999999998
Wii Party U,WiiU,2013,Misc,Nintendo,0.31,0.54,0.84,0.08,1.77,65.0,6.8,E,1.77
Madden NFL 25,PS3,2013,Sports,Electronic Arts,1.59,0.03,0.0,0.15,1.77,80.0,5.6,E,1.77
Dead or Alive 3,XB,2001,Fighting,Microsoft Game Studios,1.19,0.29,0.24,0.06,1.77,87.0,8.6,T,1.78
UFC 2009 Undisputed,PS3,2009,Fighting,THQ,1.07,0.45,0.01,0.24,1.77,83.0,7.9,T,1.77
The SpongeBob SquarePants Movie,PS2,2004,Platform,THQ,1.06,0.54,0.0,0.16,1.76,75.0,9.0,E,1.76
Golden Sun,GBA,2001,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,1.76,91.0,9.3,E,1.77
Def Jam: Fight for NY,PS2,2004,Fighting,Electronic Arts,0.86,0.67,0.0,0.22,1.76,83.0,8.9,M,1.75
Tom Clancy's Ghost Recon,XB,2002,Shooter,Ubisoft,1.23,0.46,0.0,0.07,1.76,63.0,8.3,M,1.76
State of Emergency,PS2,2002,Action,Take-Two Interactive,0.86,0.67,0.0,0.22,1.76,71.0,5.7,M,1.75
BioShock Infinite,PS3,2013,Shooter,Take-Two Interactive,0.72,0.69,0.04,0.31,1.76,93.0,8.5,M,1.76
Hitman: Absolution,X360,2012,Action,Square Enix,0.68,0.9,0.01,0.17,1.76,83.0,7.5,M,1.76
The Urbz: Sims in the City,PS2,2004,Simulation,Electronic Arts,0.52,0.95,0.0,0.29,1.76,70.0,8.2,T,1.76
FIFA Soccer 08,PS3,2007,Sports,Electronic Arts,0.35,1.07,0.02,0.32,1.76,83.0,6.5,E,1.76
Star Wars: Starfighter,PS2,2001,Simulation,Activision,0.61,0.87,0.02,0.26,1.76,84.0,8.0,T,1.76
Kingdom Hearts,PS3,2013,Role-Playing,Square Enix,0.9,0.37,0.25,0.24,1.75,85.0,8.8,E,1.76
Star Wars: Battlefront,XB,2004,Shooter,Activision,1.24,0.45,0.0,0.07,1.75,82.0,8.7,T,1.76
Crackdown,X360,2007,Shooter,Microsoft Game Studios,1.0,0.54,0.03,0.18,1.75,83.0,8.0,M,1.75
Dance Dance Revolution X,PS2,2008,Simulation,Konami Digital Entertainment,0.85,0.66,0.01,0.22,1.75,55.0,6.2,E10+,1.74
Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,Namco Bandai Games,0.63,0.49,0.45,0.17,1.74,83.0,8.7,T,1.74
Portal 2,PS3,2011,Shooter,Valve,0.83,0.63,0.02,0.25,1.74,95.0,8.5,E10+,1.73
The Beatles: Rock Band,Wii,2009,Misc,MTV Games,1.19,0.4,0.0,0.16,1.74,89.0,8.9,T,1.7499999999999998
Forza Motorsport 6,XOne,2015,Racing,Microsoft Game Studios,0.69,0.89,0.03,0.14,1.74,87.0,7.9,E,1.75
Sonic Colors,Wii,2010,Platform,Sega,0.96,0.61,0.01,0.16,1.74,78.0,8.5,E,1.7399999999999998
Diablo III,PS4,2014,Role-Playing,Activision,0.49,0.88,0.06,0.3,1.74,88.0,4.0,M,1.7300000000000002
Uncharted: Golden Abyss,PSV,2011,Shooter,Sony Computer Entertainment,0.59,0.75,0.13,0.27,1.74,80.0,7.4,T,1.7399999999999998
Destiny,PS3,2014,Shooter,Activision,0.67,0.66,0.12,0.27,1.73,76.0,6.1,T,1.7200000000000002
SSX Tricky,PS2,2001,Sports,Electronic Arts,0.85,0.66,0.0,0.22,1.73,92.0,8.9,E,1.73
Overwatch,PS4,2016,Shooter,Activision,0.64,0.68,0.14,0.26,1.73,90.0,6.1,T,1.72
Harry Potter and the Sorcerer's Stone,GB,2001,Action,Electronic Arts,0.94,0.62,0.1,0.07,1.73,64.0,7.5,E,1.7300000000000002
Disney Infinity,Wii,2013,Action,Disney Interactive Studios,1.15,0.44,0.0,0.14,1.73,74.0,6.5,E10+,1.73
Crash Bandicoot: The Huge Adventure,GBA,2002,Platform,Universal Interactive,0.95,0.7,0.0,0.08,1.73,78.0,7.9,E,1.73
Dishonored,X360,2012,Action,Bethesda Softworks,1.06,0.52,0.01,0.14,1.73,88.0,7.9,M,1.73
The Order: 1886,PS4,2015,Shooter,Sony Computer Entertainment,0.61,0.78,0.06,0.27,1.72,63.0,6.6,M,1.7200000000000002
The Elder Scrolls Online,PS4,2015,Role-Playing,Bethesda Softworks,0.66,0.78,0.0,0.28,1.72,77.0,8.4,M,1.72
Call of Duty: Modern Warfare 3,PC,2011,Shooter,Activision,0.41,0.98,0.0,0.33,1.72,88.0,3.4,M,1.72
Madden NFL 2005,XB,2004,Sports,Electronic Arts,1.61,0.03,0.0,0.08,1.72,91.0,7.9,E,1.7200000000000002
Star Ocean: Till The End of Time,PS2,2003,Role-Playing,Ubisoft,0.8,0.21,0.55,0.15,1.72,80.0,7.7,T,1.71
The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,Electronic Arts,0.59,0.87,0.0,0.25,1.71,74.0,5.3,T,1.71
Deal or No Deal,DS,2007,Misc,Mindscape,1.15,0.41,0.0,0.15,1.71,20.0,1.9,E,1.7099999999999997
Ace Combat 5: The Unsung War,PS2,2004,Simulation,Sony Computer Entertainment Europe,0.88,0.34,0.32,0.18,1.71,84.0,9.1,T,1.72
Need for Speed Underground,XB,2003,Racing,Electronic Arts,1.09,0.55,0.0,0.07,1.71,85.0,8.6,E,1.7100000000000002
Tetris Worlds,GBA,2001,Puzzle,THQ,1.25,0.39,0.0,0.06,1.71,44.0,6.2,E,1.7000000000000002
The Crew,PS4,2014,Racing,Ubisoft,0.34,1.08,0.03,0.26,1.7,61.0,5.4,T,1.7100000000000002
FIFA Soccer 10,PS2,2009,Sports,Electronic Arts,0.23,0.24,0.0,1.23,1.7,91.0,7.6,E,1.7
We Ski,Wii,2008,Sports,Namco Bandai Games,0.99,0.42,0.14,0.15,1.7,67.0,8.5,E,1.6999999999999997
Kirby's Return to Dreamland,Wii,2011,Platform,Nintendo,0.62,0.21,0.79,0.08,1.7,77.0,8.5,E10+,1.7000000000000002
Ben 10: Protector of Earth,DS,2007,Action,D3Publisher,0.69,0.83,0.0,0.19,1.7,63.0,7.7,E10+,1.71
NCAA Football 07,PS2,2006,Sports,Electronic Arts,1.41,0.05,0.0,0.23,1.7,87.0,8.6,E,1.69
SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,0.1,1.69,82.0,8.8,M,1.7000000000000002
NBA 2K15,XOne,2014,Sports,Take-Two Interactive,1.36,0.18,0.0,0.15,1.69,83.0,7.0,E,1.69
Saints Row 2,PS3,2008,Action,THQ,0.88,0.54,0.02,0.25,1.69,81.0,8.1,M,1.69
Saints Row IV,X360,2013,Action,Deep Silver,1.01,0.53,0.01,0.14,1.69,81.0,6.5,M,1.69
Dragon Age: Origins,PS3,2009,Role-Playing,Electronic Arts,0.96,0.44,0.08,0.22,1.69,86.0,7.9,M,1.7
FIFA 16,X360,2015,Sports,Electronic Arts,0.55,1.01,0.0,0.13,1.69,82.0,4.3,E,1.69
Harry Potter and the Sorcerer's Stone,GBA,2001,Action,Electronic Arts,0.87,0.66,0.08,0.08,1.69,64.0,7.5,E,1.6900000000000002
Need For Speed: Undercover,X360,2008,Racing,Electronic Arts,0.79,0.71,0.01,0.18,1.69,59.0,5.9,T,1.69
Dragon Ball Z: The Legacy of Goku,GBA,2002,Role-Playing,Infogrames,1.52,0.12,0.0,0.05,1.69,53.0,6.9,E,1.6900000000000002
Sid Meier's Civilization V,PC,2010,Strategy,Take-Two Interactive,0.98,0.52,0.0,0.19,1.69,90.0,7.9,E10+,1.69
Resident Evil 4,GC,2005,Action,Capcom,0.98,0.42,0.22,0.06,1.69,96.0,8.9,M,1.68
Call of Duty Black Ops: Declassified,PSV,2012,Action,Activision,0.8,0.52,0.07,0.3,1.69,33.0,4.8,M,1.6900000000000002
Star Wars Battlefront: Renegade Squadron,PSP,2007,Shooter,LucasArts,0.9,0.47,0.0,0.32,1.68,73.0,7.9,T,1.6900000000000002
LEGO Batman 2: DC Super Heroes,X360,2012,Action,Warner Bros. Interactive Entertainment,0.9,0.64,0.0,0.15,1.68,79.0,7.2,E10+,1.69
The Sims: Superstar,PC,2003,Simulation,Electronic Arts,1.67,0.0,0.0,0.0,1.68,79.0,8.2,T,1.67
Star Wars The Clone Wars: Lightsaber Duels,Wii,2008,Action,LucasArts,1.23,0.3,0.0,0.14,1.68,56.0,6.7,T,1.67
MySims,Wii,2007,Simulation,Electronic Arts,0.91,0.55,0.04,0.17,1.68,67.0,7.3,E,1.67
Metroid Fusion,GBA,2002,Action,Nintendo,1.18,0.27,0.17,0.06,1.68,92.0,9.1,E,1.68
Shaun White Snowboarding: Road Trip,Wii,2008,Sports,Ubisoft,0.94,0.57,0.0,0.17,1.67,78.0,8.7,E10+,1.6799999999999997
SSX 3,PS2,2003,Sports,Electronic Arts,0.93,0.52,0.0,0.22,1.67,93.0,9.1,E,1.6700000000000002
Big Beach Sports,Wii,2008,Sports,THQ,0.45,1.02,0.0,0.2,1.67,44.0,8.0,E,1.67
Madden NFL 2001,PS,2000,Sports,Electronic Arts,1.58,0.05,0.0,0.04,1.67,90.0,6.8,E,1.6700000000000002
Fight Night Round 3,PS3,2006,Fighting,Electronic Arts,0.81,0.59,0.01,0.26,1.67,83.0,7.9,T,1.67
Knack,PS4,2013,Platform,Sony Computer Entertainment Europe,0.43,0.67,0.42,0.15,1.67,54.0,6.5,E10+,1.67
Star Wars: Battlefront II,XB,2005,Shooter,Activision,1.22,0.39,0.0,0.06,1.67,84.0,9.0,T,1.67
Tony Hawk's Pro Skater 3,PS,2001,Sports,Activision,1.09,0.49,0.02,0.07,1.67,97.0,7.5,T,1.6700000000000002
"Monsters, Inc.",GBA,2001,Adventure,THQ,0.59,0.95,0.03,0.1,1.67,52.0,7.2,E,1.6700000000000002
StarCraft II: Heart of the Swarm,PC,2013,Strategy,Activision,0.82,0.65,0.0,0.19,1.67,86.0,7.9,T,1.66
Spy Hunter,PS2,2001,Racing,Midway Games,1.13,0.32,0.0,0.22,1.67,84.0,7.8,T,1.67
NCAA Football 2004,PS2,2003,Sports,Electronic Arts,1.35,0.09,0.0,0.23,1.67,94.0,8.8,E,1.6700000000000002
SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003,Platform,THQ,1.08,0.45,0.0,0.14,1.67,71.0,9.0,E,1.67
Dying Light,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.63,0.66,0.11,0.26,1.66,74.0,7.9,M,1.6600000000000001
Heavenly Sword,PS3,2007,Action,Sony Computer Entertainment,0.57,0.73,0.06,0.3,1.66,79.0,8.3,T,1.66
SSX,PS2,2000,Sports,Electronic Arts,0.78,0.61,0.06,0.2,1.66,93.0,8.3,E,1.6500000000000001
Max Payne 3,X360,2012,Shooter,Take-Two Interactive,0.86,0.64,0.01,0.14,1.66,87.0,7.8,M,1.65
NBA Ballers,PS2,2004,Sports,Midway Games,0.81,0.63,0.0,0.21,1.66,83.0,9.2,E,1.65
Need for Speed Carbon,X360,2006,Racing,Electronic Arts,0.76,0.7,0.02,0.18,1.66,77.0,6.3,E10+,1.66
NBA Live 2003,PS2,2002,Sports,Electronic Arts,1.25,0.15,0.03,0.22,1.66,83.0,8.3,E,1.65
Dragon Ball Z: Budokai Tenkaichi,PS2,2005,Fighting,Atari,0.96,0.12,0.54,0.04,1.66,72.0,8.4,T,1.6600000000000001
Mario Party 6,GC,2004,Misc,Nintendo,0.9,0.11,0.6,0.05,1.65,71.0,7.9,E,1.66
Go Vacation,Wii,2011,Misc,Namco Bandai Games,0.48,0.68,0.33,0.16,1.65,64.0,7.8,E10+,1.6500000000000001
Army of Two,X360,2008,Shooter,Electronic Arts,1.09,0.38,0.02,0.16,1.65,72.0,7.6,M,1.6500000000000001
Dragon Quest IV: Chapters of the Chosen,DS,2007,Role-Playing,Square Enix,0.32,0.02,1.27,0.03,1.64,80.0,7.9,E10+,1.6400000000000001
LEGO Pirates of the Caribbean: The Video Game,Wii,2011,Action,Disney Interactive Studios,0.76,0.72,0.0,0.16,1.64,73.0,7.0,E10+,1.64
Tiger Woods PGA Tour 2003,PS2,2002,Sports,Electronic Arts,0.8,0.63,0.0,0.21,1.64,88.0,8.9,E,1.6400000000000001
Prince of Persia: Warrior Within,PS2,2004,Action,Ubisoft,0.54,0.88,0.0,0.22,1.64,83.0,8.5,M,1.64
Kinectimals,X360,2010,Simulation,Microsoft Game Studios,1.02,0.48,0.0,0.14,1.64,74.0,3.1,E,1.6400000000000001
Until Dawn,PS4,2015,Adventure,Sony Computer Entertainment Europe,0.44,0.89,0.05,0.25,1.64,79.0,8.2,M,1.6300000000000001
ESPN NFL 2K5,XB,2004,Sports,Sega,1.54,0.02,0.0,0.07,1.63,90.0,8.2,E,1.6300000000000001
Viva Pinata,X360,2006,Simulation,Microsoft Game Studios,0.45,0.96,0.02,0.2,1.63,84.0,8.0,E,1.63
Pikmin,GC,2001,Strategy,Nintendo,0.78,0.25,0.56,0.04,1.63,89.0,8.7,E,1.6300000000000001
Sonic Generations,PS3,2011,Platform,Sega,0.6,0.73,0.02,0.28,1.63,76.0,8.2,E,1.6300000000000001
Tiger Woods PGA Tour 2004,PS2,2003,Sports,Electronic Arts,1.18,0.34,0.0,0.1,1.63,89.0,8.8,E,1.62
NBA 2K15,X360,2014,Sports,Take-Two Interactive,1.33,0.14,0.0,0.15,1.63,83.0,7.0,E,1.62
NCAA Football 2005,PS2,2004,Sports,Electronic Arts,1.32,0.09,0.0,0.22,1.62,88.0,8.8,E,1.6300000000000001
Just Cause 2,X360,2010,Action,Square Enix,0.59,0.85,0.02,0.17,1.62,83.0,8.0,M,1.63
Rage,X360,2011,Shooter,Bethesda Softworks,0.82,0.61,0.03,0.15,1.62,81.0,6.7,M,1.6099999999999999
Mario Hoops 3 on 3,DS,2006,Sports,Nintendo,0.99,0.04,0.49,0.1,1.62,69.0,8.0,E,1.62
Kirby Air Ride,GC,2003,Racing,Nintendo,1.01,0.11,0.45,0.04,1.62,61.0,7.9,E,1.61
Pokemon Battle Revolution,Wii,2006,Role-Playing,Nintendo,0.8,0.38,0.3,0.13,1.61,53.0,6.7,E,1.6100000000000003
NFL Street 2,PS2,2004,Sports,Electronic Arts,0.79,0.62,0.0,0.21,1.61,77.0,8.7,E,1.62
Gears of War: Judgment,X360,2013,Shooter,Microsoft Game Studios,0.92,0.53,0.03,0.13,1.61,79.0,5.4,M,1.6100000000000003
Super Mario Strikers,GC,2005,Sports,Nintendo,0.98,0.38,0.2,0.04,1.61,76.0,8.7,E,1.5999999999999999
Far Cry 4,XOne,2014,Shooter,Ubisoft,0.79,0.68,0.01,0.13,1.61,85.0,7.7,M,1.6100000000000003
Dance Dance Revolution: Hottest Party 2,Wii,2008,Simulation,Konami Digital Entertainment,0.95,0.48,0.01,0.15,1.6,69.0,6.8,E10+,1.5899999999999999
Far Cry 2,X360,2008,Action,Ubisoft,0.71,0.69,0.02,0.18,1.6,85.0,6.7,M,1.5999999999999999
Dragon Quest V: Hand of the Heavenly Bride,DS,2008,Role-Playing,Square Enix,0.19,0.02,1.36,0.02,1.6,84.0,8.5,E10+,1.59
No Man's Sky,PS4,2016,Action,Hello Games,0.58,0.74,0.02,0.26,1.6,71.0,4.5,T,1.5999999999999999
Sonic Heroes,GC,2003,Platform,Sega,1.05,0.44,0.06,0.04,1.6,64.0,7.8,E,1.59
ESPN NBA 2K5,PS2,2004,Sports,Global Star,1.26,0.12,0.0,0.21,1.59,83.0,7.5,E,1.5899999999999999
The Legend of Zelda: Twilight Princess,GC,2006,Action,Nintendo,1.15,0.36,0.04,0.04,1.59,95.0,9.0,T,1.5899999999999999
Devil May Cry 4,PS3,2008,Action,Capcom,0.58,0.46,0.34,0.21,1.59,84.0,8.2,M,1.59
Pro Evolution Soccer 2008,PS3,2007,Sports,Konami Digital Entertainment,0.04,1.1,0.32,0.13,1.59,82.0,7.9,E,1.5900000000000003
SoulCalibur IV,X360,2008,Fighting,Ubisoft,0.92,0.44,0.07,0.15,1.59,85.0,7.9,T,1.58
LEGO Harry Potter: Years 1-4,X360,2010,Action,Warner Bros. Interactive Entertainment,0.95,0.5,0.0,0.14,1.59,79.0,8.0,E10+,1.5899999999999999
Wolfenstein: The New Order,PS4,2014,Shooter,Bethesda Softworks,0.47,0.8,0.03,0.29,1.58,79.0,8.1,M,1.59
Carnival Games: Mini Golf,Wii,2008,Sports,Take-Two Interactive,0.87,0.56,0.0,0.15,1.58,38.0,5.7,E,1.58
Guitar Hero: On Tour Decades,DS,2008,Misc,Activision,0.85,0.58,0.0,0.16,1.58,72.0,8.0,E10+,1.5899999999999999
Need for Speed: Most Wanted,X360,2012,Racing,Electronic Arts,0.62,0.8,0.01,0.15,1.58,82.0,9.1,T,1.5799999999999998
Guitar Hero 5,Wii,2009,Misc,Activision,0.94,0.49,0.0,0.15,1.58,89.0,6.9,T,1.5799999999999998
Kingdom Hearts 3D: Dream Drop Distance,3DS,2012,Action,Square Enix,0.88,0.26,0.34,0.09,1.58,75.0,8.2,E10+,1.5700000000000003
Pokemon Mystery Dungeon: Explorers of Sky,DS,2009,Role-Playing,Nintendo,0.58,0.44,0.44,0.12,1.58,54.0,9.0,E,1.58
Spyro 2: Season of Flame,GBA,2002,Platform,Vivendi Games,0.85,0.65,0.0,0.08,1.58,76.0,7.6,E,1.58
Pro Evolution Soccer 2010,PS2,2009,Sports,Konami Digital Entertainment,0.1,0.18,0.12,1.16,1.57,78.0,6.7,E,1.56
NCAA Football 2002,PS2,2001,Sports,Electronic Arts,0.77,0.6,0.0,0.2,1.57,90.0,8.7,E,1.57
Conflict: Desert Storm,PS2,2002,Shooter,Gotham Games,0.98,0.53,0.0,0.06,1.57,55.0,8.6,T,1.57
Mario Party 7,GC,2005,Misc,Nintendo,0.95,0.11,0.46,0.04,1.57,64.0,7.9,E,1.56
Pro Evolution Soccer 2013,PS3,2012,Sports,Konami Digital Entertainment,0.18,0.64,0.49,0.25,1.56,82.0,6.7,E,1.56
Smuggler's Run,PS2,2000,Racing,Take-Two Interactive,0.77,0.6,0.0,0.2,1.56,79.0,6.8,T,1.57
Fight Night Round 3,PS2,2006,Fighting,Electronic Arts,1.07,0.4,0.0,0.1,1.56,83.0,7.9,T,1.5700000000000003
Dark Souls III,PS4,2016,Role-Playing,Namco Bandai Games,0.58,0.44,0.33,0.21,1.56,89.0,8.8,M,1.56
LEGO Marvel Super Heroes,PS4,2013,Action,Warner Bros. Interactive Entertainment,0.59,0.75,0.01,0.21,1.56,80.0,7.6,E10+,1.5599999999999998
Mafia II,X360,2010,Action,Take-Two Interactive,0.84,0.56,0.0,0.15,1.55,74.0,7.8,M,1.5499999999999998
Dishonored,PS3,2012,Action,Bethesda Softworks,0.72,0.54,0.04,0.25,1.55,88.0,7.9,M,1.55
Stuntman,PS2,2002,Racing,Atari,0.76,0.59,0.0,0.2,1.55,71.0,5.7,T,1.55
Tom Clancy's Rainbow Six 3,XB,2003,Shooter,Ubisoft,0.91,0.57,0.0,0.07,1.55,86.0,8.5,M,1.55
Active Life: Outdoor Challenge,Wii,2008,Sports,Atari,0.79,0.44,0.19,0.14,1.55,69.0,8.1,E,1.56
BioShock 2,PS3,2010,Shooter,Take-Two Interactive,0.85,0.47,0.02,0.22,1.55,88.0,8.2,M,1.5599999999999998
007: The World is not Enough,N64,2000,Action,Electronic Arts,1.13,0.38,0.02,0.03,1.55,61.0,6.7,T,1.5599999999999998
Spider-Man 2: Enter: Electro,PS,2001,Action,Activision,0.57,0.87,0.02,0.09,1.55,74.0,8.7,E,1.55
Watch Dogs,XOne,2014,Action,Ubisoft,0.9,0.53,0.0,0.13,1.55,80.0,6.3,M,1.56
Star Wars: The Force Unleashed II,PS3,2010,Action,LucasArts,0.8,0.53,0.0,0.22,1.55,63.0,6.8,T,1.55
Ni no Kuni: Wrath of the White Witch,PS3,2011,Role-Playing,Namco Bandai Games,0.6,0.51,0.21,0.23,1.55,85.0,8.6,E10+,1.5499999999999998
LEGO Battles: Ninjago,DS,2011,Strategy,Warner Bros. Interactive Entertainment,1.07,0.36,0.0,0.12,1.55,59.0,6.9,E,1.5500000000000003
Mario Party 10,WiiU,2015,Misc,Nintendo,0.69,0.5,0.24,0.11,1.55,66.0,6.5,E,1.54
Dead Rising 3,XOne,2013,Action,Microsoft Game Studios,1.06,0.35,0.01,0.12,1.54,78.0,6.8,M,1.54
Resident Evil: The Umbrella Chronicles,Wii,2007,Action,Capcom,0.68,0.43,0.29,0.14,1.54,75.0,7.6,M,1.54
Dark Cloud,PS2,2000,Role-Playing,Sony Computer Entertainment,0.83,0.44,0.08,0.19,1.54,80.0,8.2,T,1.54
Warcraft III: The Frozen Throne,PC,2003,Strategy,Activision,0.58,0.87,0.0,0.09,1.54,88.0,9.0,T,1.54
Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,Shooter,Ubisoft,1.4,0.02,0.02,0.1,1.54,90.0,8.0,T,1.54
MVP Baseball 2005,PS2,2005,Sports,Electronic Arts,1.26,0.07,0.0,0.21,1.54,87.0,8.6,E,1.54
Call of Duty: Black Ops II,PC,2012,Shooter,Activision,0.63,0.69,0.0,0.21,1.53,83.0,5.3,M,1.5299999999999998
Fight Night Round 4,PS3,2009,Fighting,Electronic Arts,0.92,0.41,0.0,0.21,1.53,88.0,7.6,T,1.54
The Simpsons Game,DS,2007,Action,Electronic Arts,0.57,0.79,0.0,0.17,1.53,68.0,8.2,T,1.5299999999999998
FIFA 17,XOne,2016,Sports,Electronic Arts,0.17,1.26,0.0,0.1,1.53,85.0,5.0,E,1.53
Mario Golf: Toadstool Tour,GC,2003,Sports,Nintendo,1.09,0.15,0.25,0.04,1.53,81.0,8.0,E,1.53
Donkey Kong Country: Tropical Freeze,WiiU,2014,Platform,Nintendo,0.73,0.52,0.15,0.12,1.52,83.0,8.9,E,1.52
Dead Space 2,X360,2011,Shooter,Electronic Arts,0.94,0.45,0.0,0.13,1.52,90.0,8.6,M,1.52
Sonic Rivals 2,PSP,2007,Racing,Sega,0.44,0.69,0.0,0.39,1.52,60.0,7.8,E,1.52
The Simpsons Skateboarding,PS2,2002,Sports,Electronic Arts,0.36,0.9,0.0,0.27,1.52,38.0,5.0,T,1.53
Mafia II,PS3,2010,Action,Take-Two Interactive,0.5,0.72,0.04,0.26,1.52,74.0,7.8,M,1.52
Call of Duty 3,PS3,2006,Shooter,Activision,0.6,0.63,0.03,0.26,1.52,82.0,6.5,T,1.52
Super Monkey Ball 2,GC,2002,Puzzle,Atari,1.11,0.31,0.06,0.04,1.52,87.0,8.5,E,1.5200000000000002
Pac-Man World 2,PS2,2002,Action,Namco Bandai Games,1.26,0.05,0.0,0.21,1.51,73.0,7.8,E,1.52
Madden NFL 15,XOne,2014,Sports,Electronic Arts,1.3,0.09,0.0,0.12,1.51,81.0,6.1,E,1.5100000000000002
LEGO Star Wars III: The Clone Wars,X360,2011,Action,LucasArts,0.84,0.54,0.0,0.13,1.51,76.0,7.7,E10+,1.5099999999999998
Football Manager 2012,PC,2011,Sports,Sega,0.02,1.16,0.0,0.34,1.51,84.0,8.0,E,1.52
The Simpsons Game,PS2,2007,Action,Electronic Arts,0.35,0.03,0.0,1.13,1.51,68.0,8.2,T,1.5099999999999998
SoulCalibur II,GC,2003,Fighting,Namco Bandai Games,0.99,0.32,0.11,0.08,1.5,92.0,8.8,T,1.5000000000000002
Resistance 3,PS3,2011,Shooter,Sony Computer Entertainment,0.64,0.58,0.05,0.23,1.5,83.0,7.8,M,1.5
Tokyo Xtreme Racer Zero,PS2,2000,Racing,Crave Entertainment,0.66,0.52,0.15,0.17,1.5,76.0,8.9,E,1.5
Red Faction II,PS2,2002,Shooter,THQ,0.49,0.78,0.0,0.23,1.5,84.0,8.3,M,1.5
Super Scribblenauts,DS,2010,Puzzle,Warner Bros. Interactive Entertainment,1.08,0.31,0.0,0.11,1.5,81.0,8.2,E10+,1.5000000000000002
Madden NFL 2001,PS2,2000,Sports,Electronic Arts,1.19,0.07,0.05,0.2,1.5,90.0,6.8,E,1.51
Dead Rising 2,X360,2010,Action,Capcom,0.75,0.53,0.09,0.12,1.5,79.0,6.9,M,1.4900000000000002
